time,open,high,low,close,tick_volume,spread,real_volume
2026-04-02 01:45:00,4776.24,4782.8,4775.16,4776.43,2610,4,0
2026-04-02 02:00:00,4776.43,4791.57,4773.6,4791.28,3063,4,0
2026-04-02 02:15:00,4791.25,4799.0,4788.54,4794.98,3387,4,0
2026-04-02 02:30:00,4794.98,4800.45,4788.41,4789.69,2846,4,0
2026-04-02 02:45:00,4789.69,4789.88,4778.21,4784.08,3121,4,0
2026-04-02 03:00:00,4784.1,4793.49,4775.11,4792.55,5085,4,0
2026-04-02 03:15:00,4792.57,4798.76,4788.6,4789.78,4097,4,0
2026-04-02 03:30:00,4789.78,4796.2,4784.15,4787.46,4126,4,0
2026-04-02 03:45:00,4787.46,4791.87,4783.45,4784.65,4470,4,0
2026-04-02 04:00:00,4784.65,4786.3,4724.15,4750.86,9558,4,0
2026-04-02 04:15:00,4750.89,4752.95,4686.96,4697.11,9665,4,0
2026-04-02 04:30:00,4696.95,4708.25,4650.05,4689.85,9811,4,0
2026-04-02 04:45:00,4689.85,4711.8,4684.86,4696.59,7396,4,0
2026-04-02 05:00:00,4696.48,4704.08,4678.65,4688.83,7369,4,0
2026-04-02 05:15:00,4688.91,4702.93,4688.28,4689.82,5611,4,0
2026-04-02 05:30:00,4689.76,4691.05,4655.53,4675.87,8216,4,0
2026-04-02 05:45:00,4675.96,4689.25,4673.01,4686.79,6358,4,0
2026-04-02 06:00:00,4686.79,4691.51,4677.69,4689.9,5866,4,0
